numUsuario,periodo,anio,lecturaActual,consumoMedidor,precio,importeConsumo,coutaFija,recargos,cooperacion,bonificaciones,sanciones,varios,totalPagar,fechaPAgo,notas,aviso,status
086,6,2019,874,21,4,84,40,0,0,0,0,0,124,NULL,,"Sin aviso",0
087,4,2019,265,1,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
087,5,2019,269,4,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
087,6,2019,272,3,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
088,4,2019,1466,14,4,56,0,0,0,0,0,0,56,2019-09-28,,,1
088,5,2019,1485,19,4,76,0,0,0,0,0,0,76,2019-10-06,,,1
088,6,2019,1500,15,4,60,40,0,0,0,0,0,100,NULL,,"Sin aviso",0
089,4,2019,93,19,4,76,0,0,0,0,0,0,76,2019-09-28,,,1
089,5,2019,114,21,4,84,0,0,0,0,0,0,84,2019-10-06,,,1
089,6,2019,132,18,4,72,40,0,0,0,0,0,112,NULL,,"Sin aviso",0
090,4,2019,245,5,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
090,5,2019,247,2,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
090,6,2019,250,3,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
091,4,2019,27,5,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
091,5,2019,31,4,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
091,6,2019,35,4,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
092,4,2019,2173,24,4,96,0,0,0,0,0,0,96,2019-09-21,,,1
092,5,2019,2202,29,4,116,0,0,0,0,0,0,116,2019-10-06,,,1
092,6,2019,2225,23,4,92,40,0,0,0,0,0,132,NULL,,"Sin aviso",0
093,4,2019,1916,12,4,48,0,0,0,0,0,0,48,2019-09-21,,,1
093,5,2019,1929,13,4,52,0,0,0,0,0,0,52,2019-10-06,,,1
093,6,2019,1937,8,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
094,4,2019,1495,11,4,44,0,0,0,0,0,0,44,2019-09-28,,,1
094,5,2019,1510,15,4,60,0,0,0,0,0,0,60,2019-10-06,,,1
094,6,2019,1525,15,4,60,40,0,0,0,0,0,100,2019-11-16,,"Sin aviso",1
095,4,2019,589,7,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
095,5,2019,598,9,4,0,40,0,0,0,50,0,90,2019-10-06,"FALTO REUNION 14 SEPT",,1
095,6,2019,601,3,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
096,4,2019,1324,26,4,104,0,50,0,0,0,0,154,2019-09-28,"pago recibo atrasado",,1
096,5,2019,1358,34,4,136,0,0,0,0,0,0,136,2019-10-06,,,1
096,6,2019,1382,24,4,96,40,0,0,0,0,0,136,NULL,,"Sin aviso",0
097,4,2019,1376,16,4,64,0,0,0,0,0,0,64,2019-09-28,,,1
097,5,2019,1389,13,4,52,0,0,0,0,50,0,102,2019-10-06,"FALTO REUNION 14 SEPT",,1
097,6,2019,1391,2,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
098,4,2019,0,0,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
098,5,2019,0,0,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
099,4,2019,951,20,4,80,0,0,0,0,0,0,80,2019-09-21,,,1
099,5,2019,962,11,4,44,0,0,0,0,0,0,44,NULL,,"Sin aviso",0
099,6,2019,964,2,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
100,4,2019,4694,23,4,92,0,0,0,0,0,0,92,2019-09-28,,,1
100,5,2019,4726,32,4,128,0,0,0,0,0,0,128,2019-10-06,,,1
100,6,2019,4749,23,4,92,40,0,0,0,0,0,132,NULL,,"Sin aviso",0
101,4,2019,1098,57,4,228,0,0,0,0,0,0,228,2019-09-28,,,1
101,5,2019,1159,61,4,244,0,0,0,0,0,0,244,2019-10-06,,,1
101,6,2019,1205,46,4,184,40,0,0,0,0,0,224,NULL,,"Sin aviso",0
102,4,2019,3592,50,4,200,0,0,0,0,0,0,200,2019-09-28,,,1
102,5,2019,3638,46,4,184,0,0,0,0,0,0,184,2019-10-06,,,1
102,6,2019,3687,49,4,196,40,0,0,0,0,0,236,NULL,,"Sin aviso",0
103,4,2019,5498,19,4,76,0,0,0,0,0,0,76,2019-09-21,,,1
103,5,2019,5518,20,4,80,0,0,0,0,0,0,80,2019-10-06,,,1
103,6,2019,5534,16,4,64,40,0,0,0,0,0,104,NULL,,"Sin aviso",0
104,4,2019,0,0,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
104,5,2019,0,0,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
105,4,2019,989,34,4,136,0,0,0,0,0,0,136,2019-09-28,,,1
105,5,2019,1029,40,4,160,0,0,0,0,0,0,160,2019-10-06,,,1
105,6,2019,1058,29,4,116,40,0,0,0,0,0,156,NULL,,"Sin aviso",0
106,4,2019,1121,20,4,80,0,0,0,0,0,0,80,2019-09-21,,,1
106,5,2019,1145,24,4,96,0,0,0,0,0,0,96,2019-10-06,,,1
106,6,2019,1163,18,4,72,40,0,0,0,0,0,112,NULL,,"Sin aviso",0
107,4,2019,2186,16,4,64,0,50,0,0,0,0,114,2019-09-28,"pago recibo atrasado",,1
107,5,2019,2214,28,4,112,0,0,0,0,50,0,162,2019-10-06,,,1
107,6,2019,2241,27,4,108,40,0,0,0,0,0,148,NULL,,"Sin aviso",0
108,4,2019,1463,28,4,112,0,50,0,0,0,0,162,2019-09-28,"pago recibo atrasado",,1
108,5,2019,1502,39,4,156,0,0,0,0,0,0,156,2019-10-06,,,1
108,6,2019,1533,31,4,124,40,0,0,0,0,0,164,NULL,,"Sin aviso",0
109,4,2019,2531,14,4,56,0,50,0,0,0,0,106,2019-09-28,"pago recibo atrasado",,1
109,5,2019,2541,10,4,40,0,0,0,0,0,0,40,2019-10-06,,,1
109,6,2019,2549,8,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
110,4,2019,95,24,4,96,0,50,0,0,0,0,146,2019-09-28,"pago recibo atrasado",,1
110,5,2019,132,37,4,148,0,0,0,0,0,0,148,2019-10-06,,,1
110,6,2019,147,15,4,60,40,0,0,0,0,0,100,NULL,,"Sin aviso",0
111,4,2019,2730,9,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
111,5,2019,2742,12,4,48,0,0,0,0,0,0,48,2019-10-06,,,1
111,6,2019,2753,11,4,44,40,0,0,0,0,0,84,NULL,,"Sin aviso",0
112,4,2019,1156,2,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
112,5,2019,1159,3,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
112,6,2019,1161,2,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
113,4,2019,234,4,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
113,5,2019,240,6,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
113,6,2019,241,1,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
114,4,2019,5315,66,4,264,0,0,0,0,0,0,264,2019-09-28,,,1
114,5,2019,5360,45,4,180,0,0,0,0,0,0,180,2019-10-06,,,1
114,6,2019,5398,38,4,152,40,0,0,0,0,0,192,NULL,,"Sin aviso",0
115,4,2019,4523,19,4,76,0,0,0,0,0,0,76,2019-09-28,,,1
115,5,2019,4546,23,4,92,0,0,0,0,0,0,92,2019-10-06,,,1
115,6,2019,4561,15,4,60,40,0,0,0,0,0,100,NULL,,"Sin aviso",0
116,4,2019,761,6,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
116,5,2019,770,9,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
116,6,2019,772,2,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
117,4,2019,1646,14,4,56,0,0,0,0,0,0,56,2019-09-21,,,1
117,5,2019,1672,26,4,104,0,0,0,0,0,0,104,2019-10-06,,,1
117,6,2019,1683,11,4,44,40,0,0,0,0,0,84,NULL,,"Sin aviso",0
118,4,2019,2958,19,4,0,0,0,0,0,0,0,0,2019-11-11,,,1
118,5,2019,3000,42,4,168,0,0,0,0,0,0,168,2019-11-16,,"Sin aviso",1
118,6,2019,3003,3,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
119,4,2019,1712,6,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
119,5,2019,1717,5,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
119,6,2019,1722,5,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
120,4,2019,0,0,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
120,5,2019,0,0,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
120,6,2019,0,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
121,4,2019,4054,40,4,160,0,0,0,0,0,0,160,2019-09-28,,,1
121,5,2019,4095,41,4,164,0,0,0,0,0,0,164,2019-10-06,,,1
121,6,2019,4124,29,4,116,40,0,0,0,0,0,156,NULL,,"Sin aviso",0
122,4,2019,3543,31,4,124,0,0,0,0,0,0,124,2019-09-21,,,1
122,5,2019,3584,41,4,164,0,0,0,0,0,0,164,2019-10-06,,,1
122,6,2019,3615,31,4,124,40,0,0,0,0,0,164,NULL,,"Sin aviso",0
123,4,2019,6470,12,4,48,0,0,0,0,0,0,48,2019-09-28,,,1
123,5,2019,6490,20,4,80,0,0,0,0,0,0,80,2019-10-06,,,1
123,6,2019,6503,13,4,52,40,0,0,0,0,0,92,NULL,,"Sin aviso",0
124,4,2019,293,20,4,80,0,0,0,0,0,0,80,2019-09-28,,,1
124,5,2019,324,31,4,124,0,0,0,0,0,0,124,2019-10-06,,,1
124,6,2019,351,27,4,108,40,0,0,0,0,0,148,NULL,,"Sin aviso",0
125,4,2019,0,0,4,0,40,50,0,0,0,0,90,2019-09-28,"pago recibo atrasado",,0
126,4,2019,3492,31,4,124,0,0,0,0,0,0,124,2019-09-28,,,1
126,5,2019,3524,32,4,128,0,0,0,0,0,0,128,2019-10-06,,,1
126,6,2019,3553,29,4,116,40,0,0,0,0,0,156,NULL,,"Sin aviso",0
127,4,2019,2572,6,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
127,5,2019,2582,10,4,40,0,0,0,0,0,0,40,2019-10-06,,,1
127,6,2019,2588,6,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
128,4,2019,1223,13,4,52,0,0,0,0,0,0,52,2019-09-28,,,1
128,5,2019,1235,12,4,48,0,0,0,0,0,0,48,2019-10-06,,,1
128,6,2019,1244,9,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
129,4,2019,2052,20,4,80,0,50,0,0,0,0,130,2019-09-28,"pago recibo atrasado",,1
129,5,2019,2069,17,4,68,0,0,0,0,50,0,118,2019-10-06,,,1
129,6,2019,2084,15,4,60,40,0,0,0,0,0,100,NULL,,"Sin aviso",0
130,4,2019,560,6,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
130,5,2019,580,20,4,80,0,0,0,0,0,0,80,2019-10-06,,,1
130,6,2019,580,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
131,4,2019,1562,18,4,72,0,0,0,0,0,0,72,2019-09-21,,,1
131,5,2019,1581,19,4,76,0,0,0,0,0,0,76,2019-10-06,,,1
131,6,2019,1595,14,4,56,40,0,0,0,0,0,96,NULL,,"Sin aviso",0
132,4,2019,487,3,4,0,40,50,0,0,0,0,90,2019-09-28,"pago recibo atrasado",,1
132,5,2019,487,0,4,0,0,0,0,0,0,0,0,2019-11-16,,"Sin aviso",1
132,6,2019,487,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
133,4,2019,2270,27,4,108,0,0,0,0,0,0,108,2019-09-28,,,1
133,5,2019,2305,35,4,140,0,0,0,0,0,0,140,2019-10-06,,,1
133,6,2019,2335,30,4,120,40,0,0,0,0,0,160,NULL,,"Sin aviso",0
134,4,2019,4834,29,4,116,0,0,0,0,0,0,116,2019-09-21,,,1
134,5,2019,4864,30,4,120,0,0,0,0,0,0,120,2019-10-06,,,1
134,6,2019,4891,27,4,108,40,0,0,0,0,0,148,NULL,,"Sin aviso",0
135,4,2019,2690,28,4,112,0,0,0,0,0,0,112,2019-09-28,,,1
135,5,2019,2721,31,4,124,0,0,0,0,0,0,124,2019-10-06,,,1
135,6,2019,2773,52,4,208,40,0,0,0,0,0,248,NULL,,"Sin aviso",0
136,4,2019,1473,14,4,56,0,0,0,0,0,0,56,2019-09-28,,,1
136,5,2019,1491,18,4,72,0,0,0,0,50,0,122,2019-10-06,"FALTO REUNION 14 SEPT",,1
136,6,2019,1506,15,4,60,40,0,0,0,0,0,100,NULL,,"Sin aviso",0
137,4,2019,1964,20,4,80,0,0,0,0,0,0,80,2019-09-28,,,1
137,5,2019,1992,28,4,112,0,0,0,0,50,0,162,2019-10-06,"FALTO REUNION 14 SEPT",,1
137,6,2019,2010,18,4,72,40,0,0,0,0,0,112,NULL,,"Sin aviso",0
138,4,2019,3226,27,4,108,0,0,0,0,0,0,108,2019-09-28,,,1
138,5,2019,3258,32,4,128,0,0,0,0,0,0,128,2019-10-06,,,1
138,6,2019,3292,34,4,136,40,0,0,0,0,0,176,NULL,,"Sin aviso",0
139,4,2019,1240,23,4,92,0,50,0,0,0,0,142,2019-09-28,"pago recibo atrasado",,1
139,5,2019,1266,26,4,104,0,0,0,0,0,0,104,2019-10-06,,,1
139,6,2019,1287,21,4,84,40,0,0,0,0,0,124,NULL,,"Sin aviso",0
140,4,2019,60,11,4,44,0,0,0,0,0,0,44,2019-09-21,,,1
140,5,2019,72,12,4,48,0,0,0,0,0,0,48,2019-10-06,,,1
140,6,2019,82,10,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
141,4,2019,773,19,4,76,0,50,0,0,0,0,126,2019-09-28,"pago recibo atrasado",,1
141,5,2019,788,15,4,60,0,0,0,0,0,0,60,2019-10-06,,,1
141,6,2019,802,14,4,56,40,0,0,0,0,0,96,NULL,,"Sin aviso",0
142,4,2019,3469,23,4,92,0,0,0,0,0,0,92,2019-09-28,,,1
142,5,2019,3492,23,4,92,0,0,0,0,50,0,142,2019-10-06,,,1
142,6,2019,3514,22,4,88,40,0,0,0,0,0,128,NULL,,"Sin aviso",0
143,4,2019,14919,0,4,0,40,50,0,0,0,0,90,2019-09-28,"pago recibo atrasado",,1
143,5,2019,0,0,4,0,0,0,0,0,0,0,0,2019-11-16,,"Sin aviso",1
144,4,2019,0,0,4,0,40,50,0,0,0,0,90,2019-09-28,"pago recibo atrasado",,1
144,5,2019,0,0,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
144,6,2019,0,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
145,4,2019,275,1,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
145,5,2019,275,0,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
145,6,2019,275,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
146,4,2019,3036,16,4,64,0,0,0,0,0,0,64,2019-09-21,,,1
146,5,2019,3059,23,4,92,0,0,0,0,0,0,92,2019-10-06,,,1
146,6,2019,3085,26,4,104,40,0,0,0,0,0,144,NULL,,"Sin aviso",0
147,4,2019,586,17,4,68,0,0,0,0,0,0,68,2019-09-28,,,1
147,5,2019,605,19,4,76,0,0,0,0,50,0,126,2019-10-06,,,1
147,6,2019,620,15,4,60,40,0,0,0,0,0,100,NULL,,"Sin aviso",0
148,4,2019,4733,28,4,112,0,0,0,0,0,0,112,2019-09-21,,,1
148,5,2019,4766,33,4,132,0,0,0,0,0,0,132,2019-10-06,,,1
148,6,2019,4795,29,4,116,40,0,0,0,0,0,156,NULL,,"Sin aviso",0
149,4,2019,3173,26,4,104,0,0,0,0,0,0,104,2019-09-28,,,1
149,5,2019,3208,35,4,140,0,0,0,0,0,0,140,2019-10-06,,,1
149,6,2019,3238,30,4,120,40,0,0,0,0,0,160,NULL,,"Sin aviso",0
150,4,2019,4293,19,4,76,0,0,0,0,0,0,76,2019-09-21,,,1
150,5,2019,4317,24,4,96,0,0,0,0,0,0,96,2019-10-06,,,1
150,6,2019,4327,10,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
151,4,2019,1863,9,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
151,5,2019,1870,7,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
151,6,2019,1877,7,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
152,4,2019,5597,54,4,216,0,0,0,0,0,0,216,2019-09-21,,,1
152,5,2019,5643,46,4,184,0,0,0,0,0,0,184,2019-10-06,,,1
152,6,2019,5677,34,4,136,40,0,0,0,0,0,176,NULL,,"Sin aviso",0
153,4,2019,5698,63,4,252,0,0,0,0,0,0,252,2019-09-21,,,1
153,5,2019,5745,47,4,188,0,0,0,0,50,0,238,2019-10-06,"FALTO REUNION 14 SEPT",,1
153,6,2019,5786,41,4,164,40,0,0,0,0,0,204,NULL,,"Sin aviso",0
154,4,2019,1266,40,4,160,0,0,0,0,0,0,160,2019-09-21,,,1
154,5,2019,1308,42,4,168,0,0,0,0,0,0,168,2019-10-06,,,1
154,6,2019,1346,38,4,152,40,0,0,0,0,0,192,NULL,,"Sin aviso",0
155,4,2019,3769,23,4,92,0,0,0,0,0,0,92,2019-09-28,,,1
155,5,2019,3793,24,4,96,0,0,0,0,0,0,96,2019-10-06,,,1
155,6,2019,3812,19,4,76,40,0,0,0,0,0,116,NULL,,"Sin aviso",0
156,4,2019,420,35,4,140,0,0,0,0,0,0,140,2019-09-21,,,1
156,5,2019,462,42,4,168,0,0,0,0,0,0,168,2019-10-06,,,1
156,6,2019,495,33,4,132,40,0,0,0,0,0,172,NULL,,"Sin aviso",0
157,4,2019,0,0,4,0,0,0,0,0,0,0,0,2019-09-28,,,0
158,4,2019,854,0,4,0,40,50,0,0,0,0,90,2019-09-28,"pago recibo atrasado",,1
158,5,2019,855,1,4,0,40,0,0,0,0,0,40,2019-11-16,,"Sin aviso",1
158,6,2019,855,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
159,4,2019,1013,97,4,0,0,0,0,0,0,0,0,2019-11-11,,,1
159,5,2019,1146,133,4,532,40,0,0,0,0,0,572,2019-11-16,,"Sin aviso",1
159,6,2019,1270,124,4,496,40,0,0,0,0,0,536,2019-11-16,,"Sin aviso",1
160,4,2019,380,38,4,152,0,50,0,0,0,0,202,2019-09-28,"pago recibo atrasado",,1
160,5,2019,430,50,4,200,0,0,0,0,0,0,200,2019-11-16,,"Sin aviso",1
160,6,2019,464,34,4,136,40,0,0,0,0,0,176,NULL,,"Sin aviso",0
161,4,2019,404,9,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
161,5,2019,410,6,4,0,40,0,0,0,50,0,90,2019-10-06,"FALTO REUNION 14 SEPT",,1
161,6,2019,422,12,4,48,40,0,0,0,0,0,88,NULL,,"Sin aviso",0
162,4,2019,2851,36,4,144,0,0,0,0,0,0,144,2019-09-28,,,1
162,5,2019,2906,55,4,220,0,0,0,0,0,0,220,2019-10-06,,,1
162,6,2019,2952,46,4,184,40,0,0,0,0,0,224,NULL,,"Sin aviso",0
163,4,2019,2576,10,4,40,0,0,0,0,0,0,40,2019-09-21,,,1
163,5,2019,2585,9,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
163,6,2019,2594,9,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
164,4,2019,5548,17,4,68,0,0,0,0,0,0,68,2019-09-21,,,1
164,5,2019,5566,18,4,72,0,0,0,0,50,0,122,2019-10-06,,,1
164,6,2019,5582,16,4,64,40,0,0,0,0,0,104,NULL,,"Sin aviso",0
165,4,2019,2362,28,4,112,0,0,0,0,0,0,112,2019-09-21,,,1
165,5,2019,2393,31,4,124,0,0,0,0,50,0,174,2019-10-06,"FALTO REUNION 14 SEPT",,1
165,6,2019,2425,32,4,128,40,0,0,0,0,0,168,NULL,,"Sin aviso",0
166,4,2019,132,3,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
166,5,2019,143,11,4,44,0,0,0,0,0,0,44,2019-10-06,,,1
166,6,2019,147,4,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
167,4,2019,6082,37,4,148,0,0,0,0,0,0,148,2019-09-28,,,1
167,5,2019,6120,38,4,152,0,0,0,0,0,0,152,2019-10-06,,,1
167,6,2019,6145,25,4,100,40,0,0,0,0,0,140,NULL,,"Sin aviso",0
168,4,2019,802,17,4,68,0,0,0,0,0,0,68,2019-09-28,,,1
168,5,2019,812,10,4,40,0,0,0,0,0,0,40,2019-10-06,,,1
168,6,2019,816,4,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
169,4,2019,1631,28,4,112,0,0,0,0,0,0,112,2019-09-21,,,1
169,5,2019,1674,43,4,172,0,0,0,0,0,0,172,2019-10-06,,,1
169,6,2019,1702,28,4,112,40,0,0,0,0,0,152,NULL,,"Sin aviso",0
170,4,2019,3487,5,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
170,5,2019,3490,3,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
170,6,2019,3494,4,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
171,4,2019,618,16,4,64,0,0,0,0,0,0,64,2019-09-21,,,1
171,5,2019,644,26,4,104,0,0,0,0,0,0,104,2019-10-06,,,1
171,6,2019,661,17,4,68,40,0,0,0,0,0,108,NULL,,"Sin aviso",0
172,4,2019,624,23,4,92,0,0,0,0,0,0,92,2019-09-28,,,1
