numUsuario,periodo,anio,lecturaActual,consumoMedidor,precio,importeConsumo,coutaFija,recargos,cooperacion,bonificaciones,sanciones,varios,totalPagar,fechaPAgo,notas,aviso,status
172,5,2019,643,19,4,76,0,0,0,0,0,0,76,2019-10-06,,,1
172,6,2019,658,15,4,60,40,0,0,0,0,0,100,NULL,,"Sin aviso",0
173,4,2019,0,0,4,0,40,50,0,0,0,0,90,2019-09-28,"pago recibo atrasado",,1
173,5,2019,0,0,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
173,6,2019,0,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
174,4,2019,6855,57,4,228,0,0,0,0,0,0,228,2019-09-21,,,1
174,5,2019,6915,60,4,240,0,0,0,0,0,0,240,2019-10-06,,,1
174,6,2019,6955,40,4,160,40,0,0,0,0,0,200,NULL,,"Sin aviso",0
175,4,2019,1760,36,4,0,0,0,0,0,0,0,0,2019-11-11,,,1
175,5,2019,1804,44,4,176,0,0,0,0,0,0,176,2019-11-16,,"Sin aviso",1
175,6,2019,1817,13,4,52,40,0,0,0,0,0,92,NULL,,"Sin aviso",0
176,4,2019,3249,0,4,0,0,0,0,0,0,0,0,2019-11-11,,,1
176,5,2019,3249,0,4,0,0,0,0,0,0,0,0,2019-11-16,,"Sin aviso",1
176,6,2019,3249,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
177,4,2019,4838,15,4,60,0,0,0,0,0,0,60,2019-09-21,,,1
177,5,2019,4859,21,4,84,0,0,0,0,50,0,134,2019-10-06,"FALTO REUNION 14 SEPT",,1
177,6,2019,4871,12,4,48,40,0,0,0,0,0,88,NULL,,"Sin aviso",0
178,4,2019,4285,20,4,80,0,0,0,0,0,0,80,2019-09-21,,,1
178,5,2019,4308,23,4,92,0,0,0,0,0,0,92,2019-10-06,,,1
178,6,2019,4331,23,4,92,40,0,0,0,0,0,132,NULL,,"Sin aviso",0
179,4,2019,940,18,4,72,0,0,0,0,0,0,72,2019-09-28,,,1
179,5,2019,950,10,4,40,0,0,0,0,0,0,40,2019-10-06,,,1
179,6,2019,961,11,4,44,40,0,0,0,0,0,84,NULL,,"Sin aviso",0
180,4,2019,204,13,4,52,0,0,0,0,0,0,52,2019-09-21,,,1
180,5,2019,219,15,4,60,0,0,0,0,0,0,60,2019-10-06,,,1
180,6,2019,229,10,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
181,4,2019,1466,16,4,64,0,0,0,0,0,0,64,2019-09-21,,,1
181,5,2019,1486,20,4,80,0,0,0,0,50,0,130,2019-10-06,"FALTO REUNION 14 SEPT",,1
181,6,2019,1501,15,4,60,40,0,0,0,0,0,100,NULL,,"Sin aviso",0
182,4,2019,2554,26,4,104,0,0,0,0,0,0,104,2019-09-21,,,1
182,5,2019,2583,29,4,116,0,0,0,0,0,0,116,2019-10-06,,,1
182,6,2019,2605,22,4,88,40,0,0,0,0,0,128,NULL,,"Sin aviso",0
183,4,2019,3598,16,4,64,0,0,0,0,0,0,64,2019-09-21,,,1
183,5,2019,3619,21,4,84,0,0,0,0,50,0,134,2019-10-06,,,1
183,6,2019,3634,15,4,60,40,0,0,0,0,0,100,NULL,,"Sin aviso",0
184,4,2019,4441,41,4,164,0,0,0,0,0,0,164,2019-09-28,,,1
184,5,2019,4490,49,4,196,0,0,0,0,50,0,246,2019-10-06,"FALTO REUNION 14 SEPT",,1
184,6,2019,4533,43,4,172,40,0,0,0,0,0,212,NULL,,"Sin aviso",0
185,4,2019,181,27,4,108,0,0,0,0,0,0,108,2019-09-21,,,1
185,5,2019,215,34,4,136,0,0,0,0,0,0,136,2019-10-06,,,1
185,6,2019,244,29,4,116,40,0,0,0,0,0,156,NULL,,"Sin aviso",0
186,4,2019,1245,23,4,92,0,0,0,0,0,0,92,2019-09-21,,,1
186,5,2019,1281,36,4,144,0,0,0,0,0,0,144,2019-10-06,,,1
186,6,2019,1287,6,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
187,4,2019,43,0,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
187,5,2019,50,7,4,0,40,0,0,0,50,0,90,2019-10-06,"FALTO REUNION 14 SEPT",,1
187,6,2019,62,12,4,48,40,0,0,0,0,0,88,NULL,,"Sin aviso",0
188,4,2019,1112,36,4,144,0,0,0,0,0,0,144,2019-09-28,,,1
188,5,2019,1152,40,4,160,0,0,0,0,50,0,210,2019-10-06,,,1
188,6,2019,1185,33,4,132,40,0,0,0,0,0,172,NULL,,"Sin aviso",0
189,4,2019,1,1,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
189,5,2019,1,0,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
189,6,2019,1,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
190,4,2019,529,7,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
190,5,2019,541,12,4,48,0,0,0,0,0,0,48,2019-10-06,,,1
190,6,2019,552,11,4,44,40,0,0,0,0,0,84,2019-11-16,,"Sin aviso",1
191,4,2019,636,12,4,48,0,50,0,0,0,0,98,2019-09-28,"pago recibo atrasado",,1
191,5,2019,650,14,4,56,0,0,0,0,50,0,106,2019-10-06,"FALTO REUNION 14 SEPT",,1
191,6,2019,663,13,4,52,40,0,0,0,0,0,92,NULL,,"Sin aviso",0
192,4,2019,0,0,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
192,5,2019,0,0,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
192,6,2019,0,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
193,4,2019,4406,48,4,192,0,0,0,0,0,0,192,2019-09-28,,,1
193,5,2019,4466,60,4,240,0,0,0,0,0,0,240,2019-10-06,,,1
193,6,2019,4508,42,4,168,40,0,0,0,0,0,208,NULL,,"Sin aviso",0
194,4,2019,642,22,4,88,0,0,0,0,0,0,88,2019-09-21,,,1
194,5,2019,668,26,4,104,0,0,0,0,0,0,104,2019-10-06,,,1
194,6,2019,684,16,4,64,40,0,0,0,0,0,104,NULL,,"Sin aviso",0
195,4,2019,431,17,4,68,0,0,0,0,0,0,68,2019-09-21,,,1
195,5,2019,455,24,4,96,0,0,0,0,0,0,96,2019-10-06,,,1
195,6,2019,476,21,4,84,40,0,0,0,0,0,124,NULL,,"Sin aviso",0
196,4,2019,648,12,4,48,0,0,0,0,0,0,48,2019-09-28,,,1
196,5,2019,663,15,4,60,0,0,0,0,0,0,60,2019-10-06,,,1
196,6,2019,676,13,4,52,40,0,0,0,0,0,92,NULL,,"Sin aviso",0
197,4,2019,714,14,4,56,0,0,0,0,0,0,56,2019-09-21,,,1
197,5,2019,739,25,4,100,0,0,0,0,0,0,100,2019-10-06,,,1
197,6,2019,751,12,4,48,40,0,0,0,0,0,88,NULL,,"Sin aviso",0
198,4,2019,1175,10,4,40,0,0,0,0,0,0,40,2019-09-28,,,1
198,5,2019,1193,18,4,72,0,0,0,0,0,0,72,2019-10-06,,,1
198,6,2019,1200,7,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
199,4,2019,3859,24,4,96,0,0,0,0,0,0,96,2019-09-21,,,1
199,5,2019,3886,27,4,108,0,0,0,0,0,0,108,2019-11-16,,"Sin aviso",1
199,6,2019,3927,41,4,164,0,0,0,0,0,0,164,2019-11-16,,"Sin aviso",1
200,4,2019,2117,10,4,40,0,0,0,0,0,0,40,2019-09-21,,,1
200,5,2019,2130,13,4,52,0,0,0,0,0,0,52,2019-10-06,,,1
200,6,2019,2140,10,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
201,4,2019,2462,6,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
201,5,2019,2470,8,4,0,40,0,0,0,50,0,90,2019-10-06,"FALTO REUNION 14 SEPT",,1
201,6,2019,2473,3,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
202,4,2019,2588,13,4,52,0,0,0,0,0,0,52,2019-09-21,,,1
202,5,2019,2602,14,4,56,0,0,0,0,0,0,56,2019-10-06,,,1
202,6,2019,2616,14,4,56,40,0,0,0,0,0,96,NULL,,"Sin aviso",0
203,4,2019,4525,43,4,172,0,50,0,0,0,0,222,2019-09-28,"pago recibo atrasado",,1
203,5,2019,4608,83,4,332,0,0,0,0,0,0,332,2019-10-06,,,1
203,6,2019,4645,37,4,148,40,0,0,0,0,0,188,NULL,,"Sin aviso",0
204,4,2019,3002,35,4,140,0,50,0,0,0,0,190,2019-09-28,"pago recibo atrasado",,1
205,4,2019,611,1,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
205,5,2019,611,0,4,0,0,0,0,0,0,0,0,NULL,,"Sin aviso",1
205,6,2019,611,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
206,4,2019,3705,29,4,116,0,0,0,0,0,0,116,2019-09-28,,,1
206,5,2019,3740,35,4,140,0,0,0,0,0,0,140,2019-10-06,,,1
206,6,2019,3770,30,4,120,40,0,0,0,0,0,160,NULL,,"Sin aviso",0
207,4,2019,5869,31,4,124,0,0,0,0,0,0,124,2019-09-28,,,1
207,5,2019,5906,37,4,148,0,0,0,0,0,0,148,2019-10-06,,,1
207,6,2019,5943,37,4,148,40,0,0,0,0,0,188,NULL,,"Sin aviso",0
208,4,2019,2932,21,4,84,0,0,0,0,0,0,84,2019-09-28,,,1
208,5,2019,2956,24,4,96,0,0,0,0,0,0,96,2019-10-06,,,1
208,6,2019,2983,27,4,108,40,0,0,0,0,0,148,NULL,,"Sin aviso",0
209,4,2019,697,10,4,40,0,50,0,0,0,0,90,2019-09-28,"pago recibo atrasado",,1
209,5,2019,704,7,4,0,40,0,0,0,50,0,90,2019-10-06,"FALTO REUNION 14 SEPT",,1
209,6,2019,709,5,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
210,4,2019,4905,17,4,68,0,0,0,0,0,0,68,2019-09-21,,,1
210,5,2019,4924,19,4,76,0,0,0,0,0,0,76,2019-10-06,,,1
210,6,2019,4942,18,4,72,40,0,0,0,0,0,112,NULL,,"Sin aviso",0
211,4,2019,1956,6,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
211,5,2019,1968,12,4,48,0,0,0,0,50,0,98,2019-10-06,"FALTO REUNION 14 SEPT",,1
211,6,2019,1984,16,4,64,40,0,0,0,0,0,104,NULL,,"Sin aviso",0
212,4,2019,2647,48,4,192,0,0,0,0,0,0,192,2019-09-28,,,1
212,5,2019,2701,54,4,216,0,0,0,0,50,0,266,2019-10-06,"FALTO REUNION 14 SEPT",,1
212,6,2019,2741,40,4,160,40,0,0,0,0,0,200,NULL,,"Sin aviso",0
213,4,2019,2653,2,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
213,5,2019,2658,5,4,0,40,0,0,0,50,0,90,2019-10-06,"FALTO REUNION 14 SEPT",,1
213,6,2019,2662,4,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
214,4,2019,2441,6,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
214,5,2019,2447,6,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
214,6,2019,2453,6,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
215,4,2019,942,21,4,84,0,50,0,0,0,0,134,2019-09-28,"pago recibo atrasado",,1
215,5,2019,971,29,4,116,0,0,0,0,0,0,116,2019-10-06,,,1
215,6,2019,993,22,4,88,40,0,0,0,0,0,128,NULL,,"Sin aviso",0
216,4,2019,107,6,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
216,5,2019,113,6,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
216,6,2019,118,5,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
217,4,2019,306,0,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
217,5,2019,306,0,4,0,40,0,0,0,50,0,90,2019-10-06,"FALTO REUNION 14 SEPT",,1
217,6,2019,306,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
218,4,2019,843,20,4,80,0,0,0,0,0,0,80,2019-09-28,,,1
218,5,2019,869,26,4,104,0,0,0,0,0,0,104,2019-10-06,,,1
218,6,2019,892,23,4,92,40,0,0,0,0,0,132,NULL,,"Sin aviso",0
219,4,2019,465,20,4,80,0,0,0,0,0,0,80,2019-09-28,,,1
219,5,2019,492,27,4,108,0,0,0,0,0,0,108,2019-10-06,,,1
219,6,2019,508,16,4,64,40,0,0,0,0,0,104,NULL,,"Sin aviso",0
220,4,2019,1045,15,4,60,0,0,0,0,0,0,60,2019-09-21,,,1
220,5,2019,1056,11,4,44,0,0,0,0,50,0,94,2019-10-06,"FALTO REUNION 14 SEPT",,1
220,6,2019,1069,13,4,52,40,0,0,0,0,0,92,NULL,,"Sin aviso",0
221,4,2019,1305,7,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
221,5,2019,1328,23,4,92,0,0,0,0,0,0,92,2019-10-06,,,1
221,6,2019,1341,13,4,52,40,0,0,0,0,0,92,NULL,,"Sin aviso",0
222,4,2019,1886,17,4,68,0,0,0,0,0,0,68,2019-09-21,,,1
222,5,2019,1908,22,4,88,0,0,0,0,50,0,138,2019-10-06,"FALTO REUNION 14 SEPT",,1
222,6,2019,1920,12,4,48,40,0,0,0,0,0,88,NULL,,"Sin aviso",0
223,4,2019,1861,9,4,0,40,50,0,0,0,0,90,2019-09-28,"pago recibo atrasado",,1
223,5,2019,1870,9,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
223,6,2019,1878,8,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
224,4,2019,1373,53,4,212,0,0,0,0,0,0,212,2019-09-28,,,1
224,5,2019,1430,57,4,228,0,0,0,0,50,0,278,2019-10-06,"PAGO RETRASADO",,1
224,6,2019,1490,60,4,240,40,0,0,0,0,0,280,NULL,,"Sin aviso",0
225,4,2019,0,0,4,0,40,50,0,0,0,0,90,2019-09-28,"pago recibo atrasado",,0
225,5,2019,0,0,4,0,0,0,0,0,0,0,0,NULL,,"Sin aviso",0
225,6,2019,0,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
226,4,2019,1263,20,4,80,0,50,0,0,0,0,130,2019-09-28,"pago recibo atrasado",,1
226,5,2019,1279,16,4,64,0,0,0,0,0,0,64,2019-10-06,,,1
226,6,2019,1290,11,4,44,40,0,0,0,0,0,84,NULL,,"Sin aviso",0
227,4,2019,160,7,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
227,5,2019,162,2,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
227,6,2019,176,14,4,56,40,0,0,0,0,0,96,NULL,,"Sin aviso",0
228,4,2019,0,0,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
228,5,2019,0,0,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
228,6,2019,0,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
229,4,2019,3440,14,4,0,0,0,0,0,0,0,0,2019-11-11,,,1
229,5,2019,3460,20,4,80,0,0,0,0,0,0,80,2019-11-16,,"Sin aviso",1
229,6,2019,3479,19,4,76,40,0,0,0,0,0,116,NULL,,"Sin aviso",0
230,4,2019,1376,21,4,84,0,0,0,0,0,0,84,2019-09-28,,,1
230,5,2019,1406,30,4,120,0,0,0,0,0,0,120,2019-10-06,,,1
230,6,2019,1426,20,4,80,40,0,0,0,0,0,120,NULL,,"Sin aviso",0
231,4,2019,2264,17,4,68,0,0,0,0,0,0,68,2019-09-28,,,1
231,5,2019,2285,12,4,48,0,0,0,0,0,0,48,2019-10-06,,,1
231,6,2019,2299,14,4,56,40,0,0,0,0,0,96,NULL,,"Sin aviso",0
232,4,2019,4145,32,4,128,0,0,0,0,0,0,128,2019-09-28,,,1
232,5,2019,4191,46,4,184,0,0,0,0,0,0,184,2019-10-06,,,1
232,6,2019,4231,40,4,160,40,0,0,0,0,0,200,NULL,,"Sin aviso",0
233,4,2019,3086,29,4,116,0,0,0,0,0,0,116,2019-09-28,,,1
233,5,2019,3118,32,4,128,0,0,0,0,0,0,128,2019-10-06,,,1
233,6,2019,3142,24,4,96,40,0,0,0,0,0,136,NULL,,"Sin aviso",0
234,4,2019,7,0,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
234,5,2019,7,0,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
234,6,2019,7,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
235,4,2019,236,3,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
235,5,2019,243,7,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
235,6,2019,245,2,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
236,4,2019,435,23,4,92,0,50,0,0,0,0,142,2019-09-28,"pago recibo atrasado",,1
236,5,2019,460,25,4,100,0,0,0,0,0,0,100,2019-10-06,,,1
236,6,2019,470,10,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
237,4,2019,157,14,4,56,0,0,0,0,0,0,56,2019-09-28,,,1
237,5,2019,171,14,4,56,0,0,0,0,0,0,56,2019-10-06,,,1
237,6,2019,179,8,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
238,4,2019,2873,29,4,116,0,0,0,0,0,0,116,2019-09-28,,,1
238,5,2019,2913,40,4,160,0,0,0,0,50,0,210,2019-10-06,"PAGO RETRASADO",,1
238,6,2019,2941,28,4,112,40,0,0,0,0,0,152,NULL,,"Sin aviso",0
239,4,2019,1388,1,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
239,5,2019,1390,2,4,0,40,0,0,0,50,0,90,2019-10-06,"PAGO RETRASADO",,1
239,6,2019,1392,2,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
240,4,2019,0,0,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
240,5,2019,0,0,4,0,40,0,0,0,50,0,90,2019-10-06,"FALTO REUNION 14 SEPT",,1
240,6,2019,0,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
241,4,2019,1996,19,4,76,0,0,0,0,0,0,76,2019-09-28,,,1
241,5,2019,2024,28,4,112,0,0,0,0,50,0,162,2019-10-06,"FALTO REUNION 14 SEPT",,1
241,6,2019,2043,19,4,76,40,0,0,0,0,0,116,NULL,,"Sin aviso",0
242,4,2019,2581,32,4,128,0,0,0,0,0,0,128,2019-09-21,,,1
242,5,2019,2614,33,4,132,0,0,0,0,0,0,132,2019-10-06,,,1
242,6,2019,2643,29,4,116,40,0,0,0,0,0,156,NULL,,"Sin aviso",0
243,4,2019,561,1,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
243,5,2019,567,6,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
243,6,2019,571,4,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
244,4,2019,1259,6,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
244,5,2019,1271,12,4,48,0,0,0,0,0,0,48,2019-10-06,,,1
244,6,2019,1282,11,4,44,40,0,0,0,0,0,84,NULL,,"Sin aviso",0
245,4,2019,1846,4,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
245,5,2019,1849,3,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
245,6,2019,1864,15,4,60,40,0,0,0,0,0,100,NULL,,"Sin aviso",0
246,4,2019,153,23,4,92,0,0,0,0,0,0,92,2019-09-28,,,1
246,5,2019,179,26,4,104,0,0,0,0,0,0,104,2019-10-06,,,1
246,6,2019,199,20,4,80,40,0,0,0,0,0,120,NULL,,"Sin aviso",0
247,4,2019,1675,0,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
247,5,2019,1676,1,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
247,6,2019,1676,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
248,4,2019,122,11,4,44,0,0,0,0,0,0,44,2019-09-21,,,1
248,5,2019,132,10,4,40,0,0,0,0,0,0,40,2019-10-06,,,1
248,6,2019,139,7,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
249,4,2019,0,0,4,0,40,50,0,0,0,0,90,2019-09-28,"pago recibo atrasado",,1
249,5,2019,0,0,4,0,40,0,200,0,0,0,240,2019-10-06,"PAGO CUOTA ANUAL OCT2018-OCT 2019",,1
249,6,2019,0,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
250,4,2019,207,10,4,40,0,0,0,0,0,0,40,2019-09-28,,,1
250,5,2019,212,5,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
250,6,2019,214,2,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
251,4,2019,887,17,4,68,0,0,0,0,0,0,68,2019-09-28,,,1
251,5,2019,899,12,4,48,0,0,0,0,0,0,48,2019-10-06,,,1
251,6,2019,906,7,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
252,4,2019,1289,6,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
252,5,2019,1297,8,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
252,6,2019,1303,6,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
253,4,2019,2936,17,4,68,0,0,0,0,0,0,68,2019-09-28,,,1
253,5,2019,2962,26,4,104,0,0,0,0,0,0,104,2019-10-06,,,1
253,6,2019,2980,18,4,72,40,0,0,0,0,0,112,NULL,,"Sin aviso",0
254,4,2019,4640,30,4,0,0,0,0,0,0,0,0,2019-11-11,,,1
254,5,2019,4680,40,4,160,0,0,0,0,0,0,160,2019-11-16,,"Sin aviso",1
254,6,2019,4709,29,4,116,40,0,0,0,0,0,156,NULL,,"Sin aviso",0
255,4,2019,2336,21,4,84,0,0,0,0,0,0,84,2019-09-28,,,1
255,5,2019,2361,25,4,100,0,0,0,0,0,0,100,2019-10-06,,,1
